"";"municipalities$address";"lon";"lat"
"389";"Moravany nad Váhom, Piešťany, Slovakia";17,8614682;48,5989232
"390";"Mošovce, Turčianske Teplice, Slovakia";18,8875825;48,9095364
"391";"Mošurov, Prešov, Slovakia";21,2491256;49,1202237
"392";"Mučín, Lučenec, Slovakia";19,6993083;48,2463069
"393";"Muráň, Revúca, Slovakia";20,0471678;48,740418
"394";"Muránska Zdychava, Revúca, Slovakia";20,1398815;48,7376776
"395";"Myslina, Humenné, Slovakia";21,8521883;48,9453797
"396";"Nacina Ves, Michalovce, Slovakia";21,8546549;48,8224231
"397";"Nálepkovo, Gelnica, Slovakia";20,6202732;48,8419138
"398";"Ňárad, Dunajská Streda, Slovakia";17,6097144;47,8366333
"399";"Nedašovce, Bánovce nad Bebravou, Slovakia";18,3129215;48,6683435
"400";"Nemce, Banská Bystrica, Slovakia";19,1844937;48,7646331
"401";"Nemcovce, Prešov, Slovakia";21,3821131;49,0469999
"402";"Nemšová, Trenčín, Slovakia";18,1159863;48,9632186
"403";"Nesluša, Kysucké Nové Mesto, Slovakia";18,7450036;49,310956
"404";"Nevidzany, Zlaté Moravce, Slovakia";18,3803871;48,2865678
"405";"Nitra, Nitra, Slovakia";18,076376;48,3061414
"406";"Nitrianske Hrnčiarovce, Nitra, Slovakia";18,1256091;48,3317689
"407";"Nitrica, Prievidza, Slovakia";18,4478195;48,7046502
"408";"Nižná Hutka, Košice - okolie, Slovakia";21,3604763;48,6594738
"409";"Nižná Myšľa, Košice - okolie, Slovakia";21,3636289;48,6256913
"410";"Nižná Rybnica, Sobrance, Slovakia";22,152102;48,7541499
"411";"Nižné Ladičkovce, Humenné, Slovakia";21,9033394;49,0212472
"412";"Nižný Čaj, Košice - okolie, Slovakia";21,3981443;48,6659194
"413";"Nižný Komárnik, Svidník, Slovakia";21,6966064;49,375113
"414";"Nižný Orlík, Svidník, Slovakia";21,5253855;49,3357476
"415";"Nižný Žipov, Trebišov, Slovakia";21,6369701;48,5822759
"416";"Nová Bašta, Rimavská Sobota, Slovakia";19,9458289;48,1703938
"417";"Nová Dedinka, Senec, Slovakia";17,3560712;48,1854054
"418";"Nová Lesná, Poprad, Slovakia";20,2673967;49,122416
"419";"Nová Sedlica, Snina, Slovakia";22,5141248;49,0442947
"420";"Nová Vieska, Nové Zámky, Slovakia";18,4618524;47,8704987
"421";"Nové Mesto nad Váhom, Nové Mesto nad Váhom, Slovakia";17,8253957;48,7568395
"422";"Novoť, Námestovo, Slovakia";19,2730997;49,4274283
"423";"Nový Tekov, Levice, Slovakia";18,5206353;48,2432663
"424";"Obid, Nové Zámky, Slovakia";18,6461201;47,7777903
"425";"Obyce, Zlaté Moravce, Slovakia";18,4538548;48,4280129
"426";"Očová, Zvolen, Slovakia";19,2867443;48,5992167
"427";"Okoč, Dunajská Streda, Slovakia";17,808011;47,8862091
"428";"Olcnava, Spišská Nová Ves, Slovakia";20,7539618;48,9263875
"429";"Oľka, Medzilaborce, Slovakia";21,8426309;49,1540828
"430";"Oľšavka, Stropkov, Slovakia";21,6868502;49,291732
"431";"Olšovany, Košice - okolie, Slovakia";21,4125806;48,7051832
"432";"Ondavské Matiašovce, Vranov nad Topľou, Slovakia";21,7458834;48,9348424
"433";"Opátka, Košice - okolie, Slovakia";21,058791;48,7873316
"434";"Opava, Veľký Krtíš, Slovakia";19,1777663;48,1948386
"435";"Oravce, Banská Bystrica, Slovakia";19,263625;48,6848062
"436";"Oravská Polhora, Námestovo, Slovakia";19,4461263;49,5217232
"437";"Oravský Podzámok, Dolný Kubín, Slovakia";19,3568241;49,2620476
"438";"Orešany, Topoľčany, Slovakia";17,899246;48,5111737
"439";"Orovnica, Žarnovica, Slovakia";18,5935729;48,3888002
"440";"Oščadnica, Čadca, Slovakia";18,883101;49,4366442
"441";"Ostrá Lúka, Zvolen, Slovakia";19,0522606;48,5449732
"442";"Ostrovany, Sabinov, Slovakia";21,1166699;49,0623442
"443";"Otrhánky, Bánovce nad Bebravou, Slovakia";18,2072884;48,6919301
"444";"Ožďany, Rimavská Sobota, Slovakia";19,8942079;48,3775271
"445";"Padarovce, Rimavská Sobota, Slovakia";20,0704851;48,4575058
"446";"Palota, Medzilaborce, Slovakia";21,9942182;49,2693021
"447";"Papín, Humenné, Slovakia";22,0613987;49,0918525
"448";"Párnica, Dolný Kubín, Slovakia";19,1999654;49,1957898
"449";"Paština Závada, Žilina, Slovakia";18,6388837;49,2114384
"450";"Pataš, Dunajská Streda, Slovakia";17,6534362;47,8750528
"451";"Pavlice, Trnava, Slovakia";17,5778967;48,2592115
"452";"Pavlovce, Vranov nad Topľou, Slovakia";21,4405687;49,0259858
"453";"Pečeňady, Piešťany, Slovakia";17,7197776;48,4831106
"454";"Peder, Košice - okolie, Slovakia";20,9524496;48,5799896
"455";"Petrikovce, Michalovce, Slovakia";21,8604675;48,5478055
"456";"Petrovany, Prešov, Slovakia";21,2602595;48,9203414
"457";"Petrovce nad Laborcom, Michalovce, Slovakia";21,8723472;48,7932017
"458";"Pichne, Snina, Slovakia";22,1207127;49,0386659
"459";"Píla, Žarnovica, Slovakia";18,590501;48,521918
"460";"Pitelová, Žiar nad Hronom, Slovakia";18,9309378;48,599862
"461";"Plavecké Podhradie, Malacky, Slovakia";17,2567911;48,4861066
"462";"Plavnica, Stará Ľubovňa, Slovakia";20,7806143;49,2745666
"463";"Plevník - Drienové, Považská Bystrica, Slovakia";18,4997774;49,1679686
"464";"Pobedim, Nové Mesto nad Váhom, Slovakia";17,8027474;48,6489869
"465";"Podbiel, Tvrdošín, Slovakia";19,484615;49,3068553
"466";"Podhorany, Nitra, Slovakia";18,111993;48,38414
"467";"Podhorie, Banská Štiavnica, Slovakia";18,9198226;48,4980807
"468";"Podhradie, Martin, Slovakia";19,056135;49,0850787
"469";"Podkylava, Myjava, Slovakia";17,6687812;48,682754
"470";"Podolínec, Stará Ľubovňa, Slovakia";20,5341478;49,2575432
"471";"Podvysoká, Čadca, Slovakia";18,6662573;49,4133275
"472";"Pohronská Polhora, Brezno, Slovakia";19,799098;48,7551565
"473";"Poľanovce, Levoča, Slovakia";20,8411788;49,0260895
"474";"Polichno, Lučenec, Slovakia";19,4975562;48,4049481
"475";"Polomka, Brezno, Slovakia";19,8549895;48,8526122
"476";"Poniky, Banská Bystrica, Slovakia";19,2872582;48,7084903
"477";"Popudinské Močidľany, Skalica, Slovakia";17,2186225;48,7826265
"478";"Poruba, Prievidza, Slovakia";18,5882717;48,833855
"479";"Porúbka, Humenné, Slovakia";21,9569753;48,8640051
"480";"Potok, Ružomberok, Slovakia";19,4476243;49,1111787
"481";"Pôtor, Veľký Krtíš, Slovakia";19,420467;48,2340181
"482";"Povina, Kysucké Nové Mesto, Slovakia";18,8130025;49,3106702
"483";"Pozdišovce, Michalovce, Slovakia";21,8592996;48,7263094
"484";"Prašník, Piešťany, Slovakia";17,6886859;48,6512024
"485";"Práznovce, Topoľčany, Slovakia";18,2094225;48,5656081
"486";"Prenčov, Banská Štiavnica, Slovakia";18,9243888;48,3572565
"487";"Príbelce, Veľký Krtíš, Slovakia";19,2610732;48,196046
"488";"Príbovce, Martin, Slovakia";18,8815648;48,9984281
"489";"Priepasné, Myjava, Slovakia";17,5889651;48,7004856
"490";"Prievidza, Prievidza, Slovakia";18,6245383;48,7745206
"491";"Prituľany, Humenné, Slovakia";21,7753771;49,1287405
"492";"Prosiek, Liptovský Mikuláš, Slovakia";19,5016804;49,1458129
"493";"Pružina, Považská Bystrica, Slovakia";18,4747832;49,0168673
"494";"Púchov, Púchov, Slovakia";18,3241203;49,1235654
"495";"Pusté Čemerné, Michalovce, Slovakia";21,8169616;48,8409189
"496";"Rabča, Námestovo, Slovakia";19,4803824;49,4811736
"497";"Radava, Nové Zámky, Slovakia";18,3023285;48,0938332
"498";"Radoľa, Kysucké Nové Mesto, Slovakia";18,7941381;49,2906536
"499";"Radošovce, Trnava, Slovakia";17,6389543;48,4940036
"500";"Radvanovce, Vranov nad Topľou, Slovakia";21,4601943;49,0506999
"501";"Rajec, Žilina, Slovakia";18,6371974;49,0888968
"502";"Rákoš, Košice - okolie, Slovakia";21,4267206;48,6453482
"503";"Rakovice, Piešťany, Slovakia";17,7384644;48,5598336
"504";"Rakúsy, Kežmarok, Slovakia";20,3842898;49,1883821
"505";"Rašice, Revúca, Slovakia";20,2385605;48,4721096
"506";"Ratková, Revúca, Slovakia";20,0960664;48,5909622
"507";"Ratkovská Suchá, Rimavská Sobota, Slovakia";20,0693526;48,5793075
"508";"Ražňany, Sabinov, Slovakia";21,0828259;49,0811479
"509";"Regetovka, Bardejov, Slovakia";21,2744859;49,4202627
"510";"Remetské Hámre, Sobrance, Slovakia";22,1842213;48,8489529
"511";"Rešica, Košice - okolie, Slovakia";21,0424927;48,5437883
"512";"Richnava, Gelnica, Slovakia";20,9212543;48,9261829
"513";"Rimavská Baňa, Rimavská Sobota, Slovakia";19,9412593;48,5111467
"514";"Rimavské Janovce, Rimavská Sobota, Slovakia";20,0628798;48,3413069
"515";"Rohov, Senica, Slovakia";17,3450646;48,7265505
"516";"Rokycany, Prešov, Slovakia";21,1418934;48,9612689
"517";"Rosina, Žilina, Slovakia";18,7690389;49,1793022
"518";"Rovinka, Senec, Slovakia";17,2352851;48,0977338
"519";"Rovné, Svidník, Slovakia";21,5180488;49,2815612
"520";"Rožňava, Rožňava, Slovakia";20,5323841;48,6561405
"521";"Rudina, Kysucké Nové Mesto, Slovakia";18,7435423;49,2871243
"522";"Rudná, Rožňava, Slovakia";20,4878373;48,6599948
"523";"Rudník, Košice - okolie, Slovakia";21,0091605;48,6891911
"524";"Rumince, Rimavská Sobota, Slovakia";20,2864842;48,3690304
"525";"Ruská Kajňa, Humenné, Slovakia";21,8390826;49,1190202
"526";"Ruská Voľa nad Popradom, Stará Ľubovňa, Slovakia";20,9379086;49,2976934
"527";"Ruskovce, Sobrance, Slovakia";22,16385;48,7794328
"528";"Ružindol, Trnava, Slovakia";17,4891407;48,372841
"529";"Rybník, Levice, Slovakia";18,5621431;48,2930638
"530";"Sačurov, Vranov nad Topľou, Slovakia";21,6951281;48,8211237
"531";"Šajdíkove Humence, Senica, Slovakia";17,2672907;48,6553582
"532";"Salka, Nové Zámky, Slovakia";18,7554543;47,8843663
"533";"Šamudovce, Michalovce, Slovakia";21,8852178;48,707258
"534";"Šarbov, Svidník, Slovakia";21,6303716;49,4273357
"535";"Šarišské Čierne, Bardejov, Slovakia";21,3855618;49,3450171
"536";"Šarišské Sokolovce, Sabinov, Slovakia";21,1643888;49,1053534
"537";"Sása, Revúca, Slovakia";20,1083257;48,564176
"538";"Šaštín - Stráže, Senica, Slovakia";17,1430093;48,6386939
"539";"Sebedín - Bečov, Banská Bystrica, Slovakia";19,2395517;48,6344072
"540";"Sečovce, Trebišov, Slovakia";21,6553906;48,7025457
"541";"Sedliská, Vranov nad Topľou, Slovakia";21,7320787;48,907619
"542";"Seľany, Veľký Krtíš, Slovakia";19,1926963;48,1583736
"543";"Selec, Trenčín, Slovakia";17,9914714;48,7788985
"544";"Šemetkovce, Svidník, Slovakia";21,6630245;49,3116431
"545";"Seniakovce, Prešov, Slovakia";21,3028022;48,8260422
"546";"Senné, Michalovce, Slovakia";22,0319665;48,665327
"547";"Šiba, Bardejov, Slovakia";21,2244064;49,2310452
"548";"Sihla, Brezno, Slovakia";19,6465886;48,6575005
"549";"Silica, Rožňava, Slovakia";20,5190837;48,5539453
"550";"Šindliar, Prešov, Slovakia";20,9422754;49,0385097
"551";"Širákov, Veľký Krtíš, Slovakia";19,1846848;48,1490802
"552";"Široké, Prešov, Slovakia";20,9431488;48,9991479
"553";"Skalica, Skalica, Slovakia";17,2250302;48,8448118
"554";"Skerešovo, Revúca, Slovakia";20,200582;48,5040489
"555";"Sklené, Turčianske Teplice, Slovakia";18,8306882;48,7860135
"556";"Sládkovičovo, Galanta, Slovakia";17,6379821;48,202103
"557";"Slanské Nové Mesto, Košice - okolie, Slovakia";21,5238945;48,6294903
"558";"Slatinka nad Bebravou, Bánovce nad Bebravou, Slovakia";18,2418933;48,8427086
"559";"Slavkovce, Michalovce, Slovakia";21,9219256;48,6036651
"560";"Sľažany, Zlaté Moravce, Slovakia";18,3287143;48,3967521
"561";"Slivník, Trebišov, Slovakia";21,5561007;48,6003803
"562";"Slovenská Kajňa, Vranov nad Topľou, Slovakia";21,6993849;48,965162
"563";"Slovenská Volová, Humenné, Slovakia";21,8450185;48,9816274
"564";"Slovenské Nové Mesto, Trebišov, Slovakia";21,669215;48,4005402
"565";"Šmigovec, Snina, Slovakia";22,3175105;48,8918668
"566";"Smolinské, Senica, Slovakia";17,1300608;48,6747821
"567";"Smrečany, Liptovský Mikuláš, Slovakia";19,6517967;49,1193863
"568";"Soblahov, Trenčín, Slovakia";18,0855723;48,863302
"569";"Socovce, Martin, Slovakia";18,8686553;48,9499853
"570";"Sokolovce, Piešťany, Slovakia";17,8445197;48,536547
"571";"Soľnička, Trebišov, Slovakia";21,9587007;48,4760636
"572";"Somotor, Trebišov, Slovakia";21,8110267;48,4037034
"573";"Špania Dolina, Banská Bystrica, Slovakia";19,1340358;48,8074378
"574";"Spišská Stará Ves, Kežmarok, Slovakia";20,3603549;49,3841841
"575";"Spišské Podhradie, Levoča, Slovakia";20,7516712;49,0000945
"576";"Spišský Hrušov, Spišská Nová Ves, Slovakia";20,7069865;48,9457317
"577";"Stakčín, Snina, Slovakia";22,229107;49,0018008
"578";"Stankovce, Trebišov, Slovakia";21,6584222;48,7648184
"579";"Stará Huta, Detva, Slovakia";19,3436628;48,4746671
"580";"Stará Ľubovňa, Stará Ľubovňa, Slovakia";20,6898463;49,3010575
"581";"Staré, Michalovce, Slovakia";21,8751745;48,8602855
"582";"Starý Tekov, Levice, Slovakia";18,5356505;48,2451339
"583";"Stebník, Bardejov, Slovakia";21,2686848;49,3786011
"584";"Štefanovce, Prešov, Slovakia";20,9706018;49,04327
"585";"Šterusy, Piešťany, Slovakia";17,6784731;48,6024859
"586";"Štitáre, Nitra, Slovakia";18,1597608;48,3497413
"587";"Stožok, Detva, Slovakia";19,3595841;48,5272229
"588";"Stránska, Rimavská Sobota, Slovakia";20,2810006;48,4034561
"589";"Strážne, Trebišov, Slovakia";21,8658633;48,3641454
"590";"Streda nad Bodrogom, Trebišov, Slovakia";21,7579876;48,3794067
"591";"Stretava, Michalovce, Slovakia";22,0048391;48,6446002
"592";"Štrkovec, Rimavská Sobota, Slovakia";20,324126;48,3575732
"593";"Studenec, Levoča, Slovakia";20,7699485;49,0130665
"594";"Stupné, Považská Bystrica, Slovakia";18,4409599;49,1942443
"595";"Sučany, Martin, Slovakia";18,9914141;49,0985416
"596";"Sucháň, Veľký Krtíš, Slovakia";19,2222239;48,3130997
"597";"Sudince, Krupina, Slovakia";18,874239;48,2141093
"598";"Šuľa, Veľký Krtíš, Slovakia";19,4060152;48,3548002
"599";"Šumiac, Brezno, Slovakia";20,1300266;48,8402592
"600";"Šurice, Lučenec, Slovakia";19,9154633;48,2302593
"601";"Šútovce, Prievidza, Slovakia";18,5367995;48,8014232
"602";"Svätoplukovo, Nitra, Slovakia";18,0546636;48,2279189
"603";"Svätý Jur, Pezinok, Slovakia";17,2119074;48,2543374
"604";"Švedlár, Gelnica, Slovakia";20,7119915;48,8128354
"605";"Svidnička, Svidník, Slovakia";21,5690909;49,3843296
"606";"Svinice, Trebišov, Slovakia";21,881434;48,4571622
"607";"Švošov, Ružomberok, Slovakia";19,1974805;49,1250592
"608";"Tajná, Nitra, Slovakia";18,3617481;48,26295
"609";"Tašuľa, Sobrance, Slovakia";22,1686382;48,6593737
"610";"Tekovská Breznica, Žarnovica, Slovakia";18,6169886;48,384883
"611";"Telgárt, Brezno, Slovakia";20,1859397;48,8515807
"612";"Teplička nad Váhom, Žilina, Slovakia";18,7936895;49,2243653
"613";"Terchová, Žilina, Slovakia";19,0315262;49,2577041
"614";"Tesárske Mlyňany, Zlaté Moravce, Slovakia";18,3568271;48,3378417
"615";"Timoradza, Bánovce nad Bebravou, Slovakia";18,2365559;48,8115622
"616";"Točnica, Lučenec, Slovakia";19,6412002;48,4131921
"617";"Tomášovce, Lučenec, Slovakia";19,6174905;48,3748096
"618";"Topoľčany, Topoľčany, Slovakia";18,1700065;48,5589454
"619";"Topoľovka, Humenné, Slovakia";21,813522;48,9237757
"620";"Torysky, Levoča, Slovakia";20,676432;49,0967123
"621";"Trakovice, Hlohovec, Slovakia";17,7095477;48,4392998
"622";"Trebejov, Košice - okolie, Slovakia";21,2194712;48,8351963
"623";"Trebostovo, Martin, Slovakia";18,8613072;49,0247013
"624";"Trenčianska Turná, Trenčín, Slovakia";18,0179458;48,85057
"625";"Trenčianske Stankovce, Trenčín, Slovakia";17,9849568;48,8398321
"626";"Trhovište, Michalovce, Slovakia";21,805186;48,6994195
"627";"Trnávka, Dunajská Streda, Slovakia";17,4058267;48,0142031
"628";"Trnovec, Skalica, Slovakia";17,1885469;48,799791
"629";"Trpín, Krupina, Slovakia";19,1391496;48,2958875
"630";"Trstené, Liptovský Mikuláš, Slovakia";19,619143;49,1122423
"631";"Tuchyňa, Ilava, Slovakia";18,2171224;49,0408229
"632";"Tupá, Levice, Slovakia";18,8927639;48,1088239
"633";"Turček, Turčianske Teplice, Slovakia";18,9235487;48,7579819
"634";"Turčianske Kľačany, Martin, Slovakia";18,9483176;49,1159339
"635";"Turčok, Revúca, Slovakia";20,1490807;48,6406071
"636";"Turie, Žilina, Slovakia";18,7530373;49,1492587
"637";"Turová, Zvolen, Slovakia";19,053071;48,5985524
"638";"Tužina, Prievidza, Slovakia";18,6164554;48,8937887
"639";"Tvrdošovce, Nové Zámky, Slovakia";18,066989;48,0954608
"640";"Udiča, Považská Bystrica, Slovakia";18,40199;49,1659263
"641";"Uhorská Ves, Liptovský Mikuláš, Slovakia";19,6818077;49,0594233
"642";"Úľany nad Žitavou, Nové Zámky, Slovakia";18,2374048;48,1059921
"643";"Uňatín, Krupina, Slovakia";19,0635312;48,2949796
"644";"Uzovce, Sabinov, Slovakia";21,1808564;49,0921455
"645";"Vaďovce, Nové Mesto nad Váhom, Slovakia";17,7225901;48,7377724
"646";"Valaliky, Košice - okolie, Slovakia";21,2918802;48,642283
"647";"Valaškovce (vojenský obvod), Humenné, Slovakia";22,078792;48,912735
"648";"Valkovce, Svidník, Slovakia";21,5290818;49,1720452
"649";"Varadka, Bardejov, Slovakia";21,3852867;49,4116564
"650";"Vasiľov, Námestovo, Slovakia";19,3839272;49,3489276
"651";"Važec, Liptovský Mikuláš, Slovakia";19,9801243;49,059605
"652";"Veľaty, Trebišov, Slovakia";21,6614713;48,5213454
"653";"Veľká Čausa, Prievidza, Slovakia";18,6944492;48,7775305
"654";"Veľká Hradná, Trenčín, Slovakia";18,1399622;48,7700942
"655";"Veľká Lodina, Košice - okolie, Slovakia";21,1565921;48,8596751
"656";"Veľká nad Ipľom, Lučenec, Slovakia";19,6181179;48,2637241
"657";"Veľká Ves nad Ipľom, Veľký Krtíš, Slovakia";19,0850624;48,07969
"658";"Veľké Chlievany, Bánovce nad Bebravou, Slovakia";18,226666;48,7038295
"659";"Veľké Dvorany, Topoľčany, Slovakia";18,0690372;48,5602979
"660";"Veľké Kosihy, Komárno, Slovakia";17,8833979;47,7578814
"661";"Veľké Leváre, Malacky, Slovakia";17,0016977;48,503181
"662";"Veľké Ozorovce, Trebišov, Slovakia";21,6117411;48,6628847
"663";"Veľké Ripňany, Topoľčany, Slovakia";17,9778093;48,4985393
"664";"Veľké Teriakovce, Rimavská Sobota, Slovakia";19,9665304;48,4333882
"665";"Veľké Úľany, Galanta, Slovakia";17,5770214;48,1657877
"666";"Veľkrop, Stropkov, Slovakia";21,7472597;49,2401017
"667";"Veľký Cetín, Nitra, Slovakia";18,1887864;48,2173996
"668";"Veľký Horeš, Trebišov, Slovakia";21,9070419;48,385659
"669";"Veľký Kýr, Nové Zámky, Slovakia";18,155778;48,1833341
"670";"Veľký Meder, Dunajská Streda, Slovakia";17,7703876;47,8563614
"671";"Veľopolie, Humenné, Slovakia";21,9521925;48,9917843
"672";"Veterná Poruba, Liptovský Mikuláš, Slovakia";19,6763105;49,1090635
"673";"Vieska nad Blhom, Rimavská Sobota, Slovakia";20,1984054;48,3513441
"674";"Vikartovce, Poprad, Slovakia";20,1538774;48,9938668
"675";"Vinné, Michalovce, Slovakia";21,9661553;48,8086757
"676";"Virt, Komárno, Slovakia";18,3241528;47,7526354
"677";"Višňové, Nové Mesto nad Váhom, Slovakia";17,7528619;48,7259059
"678";"Vištuk, Pezinok, Slovakia";17,395297;48,3345705
"679";"Vítkovce, Spišská Nová Ves, Slovakia";20,7208571;48,9285359
"680";"Vladiča, Stropkov, Slovakia";21,7746847;49,2913054
"681";"Vlkas, Nové Zámky, Slovakia";18,2771997;48,1265311
"682";"Vlkyňa, Rimavská Sobota, Slovakia";20,3006074;48,2807523
"683";"Vojka, Trebišov, Slovakia";21,91483;48,4623919
"684";"Vojnatina, Sobrance, Slovakia";22,2284439;48,734052
"685";"Volkovce, Zlaté Moravce, Slovakia";18,4551292;48,3376892
"686";"Vráble, Nitra, Slovakia";18,3086177;48,2435625
"687";"Vrbnica, Michalovce, Slovakia";21,8827806;48,6802301
"688";"Vrbové, Piešťany, Slovakia";17,7231645;48,6217217
"689";"Vršatské Podhradie, Ilava, Slovakia";18,1532032;49,064483
"690";"Výčapy - Opatovce, Nitra, Slovakia";18,0857046;48,4076985
"691";"Vydrník, Poprad, Slovakia";20,4065014;49,0013137
"692";"Vyškovce nad Ipľom, Levice, Slovakia";18,8666257;48,0556426
"693";"Vyšná Jedľová, Svidník, Slovakia";21,541009;49,3477922
"694";"Vyšná Pisaná, Svidník, Slovakia";21,6135451;49,4020307
"695";"Vyšná Sitnica, Humenné, Slovakia";21,7879497;49,0968523
"696";"Vyšné nad Hronom, Levice, Slovakia";18,5848928;48,1634174
"697";"Vyšné Ružbachy, Stará Ľubovňa, Slovakia";20,5662727;49,3031939
"698";"Vyšný Hrušov, Humenné, Slovakia";22,0111519;48,9927556
"699";"Vyšný Kručov, Bardejov, Slovakia";21,4345788;49,1693762
"700";"Vyšný Orlík, Svidník, Slovakia";21,5020723;49,3434933
"701";"Vyšný Žipov, Vranov nad Topľou, Slovakia";21,5872532;48,9855617
"702";"Vysoká nad Kysucou, Čadca, Slovakia";18,5464537;49,3801151
"703";"Zábiedovo, Tvrdošín, Slovakia";19,6073938;49,322923
"704";"Záborské, Prešov, Slovakia";21,2888714;48,9464275
"705";"Záhor, Sobrance, Slovakia";22,1955365;48,6232315
"706";"Záhradné, Prešov, Slovakia";21,2677217;49,0894227
